This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
  1986,  11.58,   3.22,  -2.21,   3.79,  11.61
  1987, -15.84,   2.76, -10.80, -18.81, -10.73
  1988,  27.13,  23.37,  16.80,  23.32,  14.98
  1989,   8.89,  18.25,   7.97,  14.72,   7.65
  1990, -26.43, -13.00, -21.53,  -1.80, -30.54
  1991,  51.03,  34.00,  65.83, 153.48,  46.36
  1992,  28.63,  20.94,  31.12,   8.69,  44.82
  1993,  20.56,  27.08,  33.62,  -3.27,  31.48
  1994, -11.72,   1.38,   5.71, -14.27,  -4.75
  1995,   9.16,  19.99,  51.70,  68.86,  35.56
  1996,  14.55,  25.31,  10.09,  13.67,  20.33
  1997,  13.44,  25.01,  11.14,   3.28,  38.52
  1998,   3.60, -17.59,   8.54, -12.49,  -4.14
  1999,   3.53,  12.78, 133.27,  44.35,   7.98
  2000, -18.70,  13.97, -41.31,  28.93,  -3.72
  2001,  40.09,   7.09,  10.70,  46.62,  30.19
  2002,  -4.00, -10.57, -31.25, -32.92,   2.41
  2003,  54.49,  58.36, 114.46, 116.51,  58.14
  2004,  23.08,  34.12,  11.44,  15.57,  23.44
  2005,   2.82,  17.76,  -3.73,  -3.79,   5.80
  2006,  19.12,  21.30,  12.98,  11.43,  17.19
  2007, -12.53,   8.62,  -0.62,  -5.30, -16.12
  2008, -48.02, -47.18, -50.82, -40.26, -40.77
  2009,  98.79,  62.38,  96.67,  98.18,  25.48
  2010,  30.96,  34.81,  34.93,  22.19,  21.14
  2011,  -6.81,  -6.72, -13.47, -10.81, -10.70
  2012,  21.76,   8.63,  10.59,  25.86,  25.37
  2013,  43.56,  37.57,  50.99,  56.65,  41.67
  2014,   5.07,  -9.13,   2.30,  14.29,   7.54
  2015,  -9.53, -22.91,  -3.57,   2.76,  -2.81
  2016,  16.43,  32.79,  17.18, -11.49,  30.61
  2017,   6.49,  10.31,  25.84,  25.15,  13.71
  2018, -14.32, -22.24,  -6.79, -22.56, -13.68
  2019,  17.86,  11.94,  27.51,  25.48,  26.74
  2020,  44.08,  17.86,  65.78,  62.85,  12.78


  Number of Firms in Portfolios
,Cnsmr,Manuf,HiTec,Hlth ,Other
192607,    168,    199,     23,      7,    111
192608,    168,    199,     23,      7,    111
192609,    168,    198,     23,      7,    111
192610,    168,    198,     23,      7,    111
192611,    168,    198,     23,      7,    111
192612,    167,    198,     23,      7,    110
192701,    167,    197,     23,      7,    110
192702,    165,    197,     23,      7,    109
192703,    165,    197,     23,      7,    109
192704,    165,    197,     22,      7,    108
192705,    165,    197,     22,      7,    108
192706,    165,    196,     22,      7,    108
192707,    187,    207,     24,      7,    120
192708,    187,    206,     24,      7,    120
192709,    187,    206,     24,      7,    120
192710,    187,    206,     24,      7,    120
192711,    186,    204,     23,      7,    120
192712,    186,    204,     23,      7,    120
192801,    185,    204,     23,      7,    120
192802,    185,    204,     23,      7,    120
192803,    185,    202,     23,      6,    120
192804,    185,    202,     23,      6,    120
192805,    185,    202,     22,      6,    120
192806,    184,    202,     22,      6,    120
192807,    201,    218,     23,      6,    120
192808,    200,    218,     23,      6,    120
192809,    200,    218,     23,      6,    120
192810,    200,    218,     23,      6,    119
192811,    200,    218,     23,      6,    119
192812,    199,    218,     23,      6,    119
192901,    197,    218,     23,      5,    118
192902,    197,    218,     23,      5,    118
192903,    197,    218,     22,      5,    118
192904,    197,    218,     22,      5,    118
192905,    196,    217,     22,      5,    118
192906,    195,    217,     22,      5,    117
192907,    233,    253,     24,      6,    131
192908,    233,    252,     24,      6,    131
192909,    233,    252,     24,      6,    130
192910,    232,    250,     24,      6,    129
192911,    232,    250,     24,      6,    129
192912,    231,    250,     24,      6,    128
193001,    231,    249,     24,      6,    127
193002,    229,    249,     24,      6,    127
193003,    229,    248,     24,      5,    127
193004,    228,    246,     24,      5,    126
193005,    228,    245,     24,      5,    126
193006,    226,    244,     24,      4,    125
193007,    240,    278,     31,      5,    142
193008,    240,    277,     31,      5,    142
193009,    240,    276,     31,      5,    142
193010,    240,    274,     31,      5,    142
193011,    239,    274,     31,      5,    142
193012,    239,    274,     31,      5,    142
193101,    239,    273,     31,      5,    141
193102,    239,    271,     31,      5,    141
193103,    238,    271,     31,      5,    140
193104,    238,    271,     30,      5,    140
193105,    237,    271,     30,      5,    140
193106,    237,    271,     30,      5,    139
193107,    242,    284,     30,      6,    140
193108,    242,    284,     30,      6,    139
193109,    242,    283,     30,      6,    139
193110,    241,    282,     30,      6,    138
193111,    241,    282,     30,      6,    138
193112,    240,    280,     30,      6,    137
193201,    240,    280,     30,      6,    137
193202,    240,    280,     30,      6,    137
193203,    238,    279,     30,      6,    137
193204,    237,    278,     30,      6,    133
193205,    236,    277,     30,      6,    133
193206,    232,    276,     30,      6,    131
193207,    233,    279,     29,      6,    132
193208,    231,    279,     29,      6,    132
193209,    230,    278,     29,      6,    132
193210,    230,    278,     29,      6,    132
193211,    229,    278,     29,      6,    132
193212,    227,    277,     29,      6,    131
193301,    227,    277,     29,      6,    131
193302,    226,    277,     29,      6,    131
193303,    225,    276,     29,      6,    131
193304,    225,    276,     29,      6,    131
193305,    225,    274,     29,      6,    131
193306,    221,    272,     29,      6,    131
193307,    222,    277,     31,      6,    137
193308,    222,    276,     31,      6,    137
193309,    222,    276,     31,      6,    136
193310,    222,    276,     31,      6,    136
193311,    222,    276,     31,      6,    136
193312,    222,    276,     30,      6,    136
193401,    222,    276,     30,      6,    135
193402,    222,    276,     30,      6,    135
193403,    222,    276,     30,      6,    135
193404,    222,    276,     30,      6,    135
193405,    222,    274,     30,      6,    135
193406,    222,    274,     30,      6,    135
193407,    226,    275,     31,      9,    141
193408,    226,    275,     31,      9,    141
193409,    226,    275,     31,      9,    141
193410,    226,    274,     31,      9,    137
193411,    226,    273,     31,      9,    137
193412,    226,    273,     31,      9,    137
193501,    226,    273,     31,      9,    136
193502,    224,    273,     31,      9,    136
193503,    224,    273,     31,      9,    136
193504,    223,    273,     31,      9,    136
193505,    223,    273,     30,      9,    135
193506,    223,    273,     30,      9,    135
193507,    224,    275,     30,      9,    138
193508,    224,    274,     30,      9,    138
193509,    223,    274,     30,      9,    136
193510,    223,    274,     30,      9,    136
193511,    223,    274,     30,      9,    136
193512,    223,    273,     30,      9,    136
193601,    223,    273,     30,      9,    136
193602,    223,    272,     30,      9,    136
193603,    221,    272,     30,      9,    136
193604,    221,    271,     30,      9,    136
193605,    220,    271,     30,      9,    136
193606,    220,    271,     30,      9,    136
193607,    238,    286,     31,     10,    142
193608,    238,    285,     31,     10,    141
193609,    238,    285,     31,     10,    141
193610,    238,    283,     31,     10,    140
193611,    238,    283,     31,     10,    140
193612,    238,    282,     31,     10,    140
193701,    237,    282,     31,     10,    137
193702,    237,    282,     31,     10,    137
193703,    237,    281,     31,     10,    137
193704,    237,    279,     31,     10,    137
193705,    237,    279,     31,     10,    137
193706,    237,    279,     31,     10,    137
193707,    250,    301,     34,     12,    144
193708,    250,    301,     34,     12,    144
193709,    250,    300,     34,     12,    144
193710,    250,    300,     34,     12,    144
193711,    250,    300,     34,     12,    144
193712,    250,    300,     34,     12,    144
193801,    250,    300,     34,     12,    144
193802,    250,    300,     34,     12,    144
193803,    250,    300,     34,     12,    144
193804,    250,    300,     34,     12,    143
193805,    249,    299,     34,     12,    142
193806,    249,    299,     34,     12,    142
193807,    253,    314,     35,     12,    147
193808,    251,    313,     35,     12,    146
193809,    251,    313,     35,     12,    146
193810,    251,    313,     35,     12,    145
193811,    251,    313,     35,     12,    144
193812,    250,    312,     35,     12,    141
193901,    250,    312,     35,     12,    141
193902,    250,    312,     35,     12,    141
193903,    250,    312,     35,     12,    141
193904,    250,    312,     35,     12,    140
193905,    249,    312,     35,     12,    140
193906,    249,    312,     35,     12,    139
193907,    250,    314,     36,     12,    138
193908,    250,    314,     36,     12,    136
193909,    250,    313,     36,     12,    134
193910,    250,    313,     36,     12,    133
193911,    250,    313,     36,     12,    132
193912,    250,    313,     36,     12,    132
194001,    250,    312,     36,     12,    132
194002,    250,    312,     36,     12,    132
194003,    250,    312,     36,     12,    132
194004,    250,    312,     36,     12,    132
194005,    248,    312,     36,     12,    132
194006,    248,    312,     36,     12,    132
194007,    254,    322,     36,     13,    138
194008,    253,    322,     36,     13,    137
194009,    253,    322,     36,     13,    135
194010,    253,    322,     36,     13,    134
194011,    253,    322,     36,     13,    134
194012,    251,    321,     36,     13,    134
194101,    251,    321,     36,     13,    134
194102,    251,    320,     36,     13,    134
194103,    251,    320,     36,     13,    134
194104,    251,    320,     36,     13,    134
194105,    251,    320,     36,     13,    134
194106,    251,    320,     36,     13,    133
194107,    253,    331,     38,     13,    138
194108,    253,    331,     38,     13,    137
194109,    253,    331,     38,     13,    137
194110,    253,    331,     38,     13,    137
194111,    253,    331,     38,     13,    136
194112,    253,    331,     38,     13,    136
194201,    253,    331,     38,     13,    136
194202,    253,    331,     38,     13,    136
194203,    252,    331,     38,     13,    136
194204,    252,    331,     38,     13,    136
194205,    252,    331,     38,     13,    136
194206,    252,    331,     38,     13,    136
194207,    253,    336,     39,     14,    138
194208,    253,    336,     39,     14,    138
194209,    253,    336,     39,     14,    138
194210,    252,    336,     39,     14,    138
194211,    252,    336,     39,     14,    138
194212,    252,    335,     39,     14,    138
194301,    252,    335,     39,     14,    138
194302,    252,    334,     39,     14,    138
194303,    252,    333,     39,     14,    138
194304,    252,    332,     39,     14,    138
194305,    252,    332,     39,     14,    138
194306,    252,    332,     39,     14,    137
194307,    254,    333,     40,     14,    137
194308,    254,    333,     40,     14,    137
194309,    254,    333,     40,     14,    137
194310,    254,    332,     40,     14,    137
194311,    254,    331,     40,     14,    137
194312,    254,    331,     40,     14,    135
194401,    254,    330,     40,     14,    133
194402,    254,    330,     40,     14,    132
194403,    254,    330,     40,     14,    132
194404,    254,    330,     40,     14,    132
194405,    254,    329,     40,     14,    132
194406,    254,    329,     40,     14,    132
194407,    257,    345,     43,     15,    135
194408,    257,    345,     43,     15,    135
194409,    256,    345,     43,     15,    135
194410,    255,    345,     43,     15,    134
194411,    255,    345,     43,     15,    134
194412,    255,    345,     43,     15,    133
194501,    254,    345,     43,     15,    133
194502,    254,    345,     43,     15,    133
194503,    254,    345,     43,     15,    133
194504,    254,    345,     43,     15,    133
194505,    254,    345,     43,     15,    133
194506,    254,    345,     43,     15,    133
194507,    266,    353,     46,     16,    138
194508,    266,    353,     46,     16,    138
194509,    266,    353,     46,     16,    138
194510,    265,    353,     46,     16,    138
194511,    265,    352,     46,     16,    137
194512,    265,    352,     46,     16,    137
194601,    265,    351,     46,     16,    137
194602,    264,    351,     46,     16,    137
194603,    264,    351,     46,     16,    137
194604,    264,    351,     46,     16,    137
194605,    264,    351,     46,     16,    137
194606,    263,    351,     46,     16,    137
194607,    274,    374,     48,     18,    142
194608,    273,    374,     48,     18,    142
194609,    273,    374,     48,     18,    142
194610,    272,    374,     48,     18,    142
194611,    272,    374,     47,     18,    142
194612,    272,    374,     47,     18,    142
194701,    272,    374,     47,     18,    142
194702,    272,    374,     47,     18,    142
194703,    272,    374,     47,     18,    142
194704,    272,    374,     47,     18,    142
194705,    272,    374,     47,     18,    142
194706,    272,    374,     47,     18,    141
194707,    289,    395,     50,     18,    146
194708,    289,    395,     50,     18,    146
194709,    289,    395,     50,     18,    146
194710,    289,    394,     50,     18,    146
194711,    289,    394,     50,     18,    146
194712,    289,    394,     50,     18,    146
194801,    289,    394,     50,     18,    146
194802,    289,    394,     50,     18,    146
194803,    289,    394,     50,     18,    146
194804,    289,    394,     50,     18,    146
194805,    289,    394,     50,     18,    146
194806,    289,    394,     50,     18,    146
194807,    300,    412,     51,     18,    154
194808,    300,    412,     51,     18,    154
194809,    300,    411,     51,     18,    154
194810,    300,    411,     51,     18,    154
194811,    300,    411,     51,     18,    154
194812,    300,    411,     51,     18,    154
194901,    300,    411,     51,     18,    154
194902,    300,    411,     51,     18,    154
194903,    300,    411,     51,     18,    154
194904,    300,    411,     51,     18,    154
194905,    300,    411,     51,     18,    154
194906,    300,    411,     51,     18,    154
194907,    304,    425,     53,     18,    158
194908,    304,    425,     53,     18,    158
194909,    304,    425,     53,     18,    158
194910,    304,    425,     53,     18,    158
194911,    304,    425,     53,     18,    158
194912,    304,    425,     53,     18,    157
195001,    302,    425,     53,     18,    157
195002,    302,    425,     53,     18,    157
195003,    302,    425,     53,     18,    157
195004,    302,    425,     53,     18,    157
195005,    302,    425,     52,     18,    157
195006,    302,    424,     52,     18,    157
195007,    303,    443,     52,     18,    159
195008,    303,    443,     52,     18,    159
195009,    303,    443,     52,     18,    159
195010,    303,    443,     52,     18,    159
195011,    303,    443,     52,     18,    159
195012,    302,    442,     52,     18,    159
195101,    302,    442,     52,     18,    158
195102,    302,    442,     52,     18,    158
195103,    302,    442,     52,     18,    158
195104,    302,    442,     52,     18,    158
195105,    302,    442,     52,     18,    158
195106,    302,    442,     52,     18,    158
195107,    307,    462,     54,     19,    161
195108,    306,    462,     54,     19,    161
195109,    306,    461,     54,     19,    161
195110,    306,    461,     54,     19,    161
195111,    306,    459,     54,     19,    161
195112,    306,    459,     54,     19,    161
195201,    306,    459,     54,     19,    161
195202,    306,    459,     54,     19,    161
195203,    306,    459,     54,     19,    160
195204,    305,    459,     54,     19,    160
195205,    305,    459,     54,     19,    160
195206,    305,    459,     54,     19,    160
195207,    309,    467,     57,     19,    160
195208,    309,    467,     57,     19,    160
195209,    309,    467,     57,     19,    160
195210,    309,    467,     57,     18,    160
195211,    309,    466,     57,     18,    160
195212,    309,    466,     57,     18,    160
195301,    309,    466,     57,     18,    160
195302,    308,    466,     56,     18,    160
195303,    306,    466,     55,     18,    160
195304,    306,    466,     55,     18,    160
195305,    306,    465,     55,     17,    157
195306,    306,    465,     55,     17,    157
195307,    307,    477,     58,     18,    161
195308,    306,    477,     58,     18,    161
195309,    304,    477,     58,     18,    161
195310,    303,    477,     58,     18,    161
195311,    303,    476,     58,     18,    161
195312,    303,    476,     58,     18,    161
195401,    303,    476,     58,     18,    161
195402,    303,    476,     58,     18,    161
195403,    303,    476,     58,     18,    161
195404,    303,    475,     58,     18,    161
195405,    302,    473,     58,     18,    161
195406,    302,    473,     58,     18,    161
195407,    301,    483,     59,     18,    162
195408,    301,    482,     59,     18,    162
195409,    301,    482,     59,     18,    162
195410,    300,    481,     59,     18,    160
195411,    300,    480,     59,     18,    160
195412,    300,    480,     59,     18,    160
195501,    300,    479,     59,     18,    160
195502,    298,    478,     59,     18,    160
195503,    298,    476,     59,     18,    160
195504,    298,    476,     59,     17,    159
195505,    298,    475,     58,     17,    158
195506,    298,    475,     58,     17,    158
195507,    302,    491,     58,     17,    159
195508,    302,    489,     58,     17,    158
195509,    301,    487,     58,     17,    158
195510,    300,    486,     58,     17,    158
195511,    300,    486,     58,     17,    158
195512,    298,    484,     58,     17,    158
195601,    296,    484,     58,     17,    158
195602,    295,    484,     58,     17,    158
195603,    295,    484,     58,     17,    158
195604,    295,    484,     58,     17,    158
195605,    293,    484,     58,     17,    158
195606,    293,    483,     58,     17,    156
195607,    294,    495,     60,     17,    158
195608,    293,    494,     60,     17,    157
195609,    293,    493,     60,     17,    156
195610,    293,    490,     60,     17,    156
195611,    292,    490,     60,     17,    156
195612,    292,    490,     60,     17,    156
195701,    292,    486,     60,     17,    156
195702,    292,    486,     60,     17,    156
195703,    292,    486,     60,     17,    156
195704,    291,    486,     60,     17,    156
195705,    289,    485,     60,     17,    156
195706,    288,    483,     60,     17,    156
195707,    293,    498,     69,     17,    160
195708,    292,    497,     68,     17,    160
195709,    292,    496,     68,     17,    159
195710,    290,    496,     67,     17,    159
195711,    290,    496,     66,     17,    159
195712,    290,    494,     66,     17,    157
195801,    290,    492,     66,     17,    157
195802,    289,    492,     66,     17,    157
195803,    287,    490,     66,     17,    156
195804,    287,    490,     66,     17,    156
195805,    286,    489,     66,     17,    156
195806,    285,    487,     66,     17,    156
195807,    281,    499,     72,     20,    167
195808,    281,    498,     72,     20,    166
195809,    281,    497,     72,     20,    164
195810,    281,    496,     72,     20,    162
195811,    281,    496,     72,     20,    162
195812,    280,    495,     72,     20,    162
195901,    280,    495,     72,     20,    162
195902,    278,    495,     72,     20,    162
195903,    277,    494,     71,     20,    160
195904,    277,    493,     71,     20,    158
195905,    277,    493,     71,     20,    158
195906,    277,    493,     71,     20,    157
195907,    284,    500,     78,     22,    160
195908,    284,    500,     78,     22,    159
195909,    284,    500,     78,     22,    159
195910,    283,    500,     77,     22,    159
195911,    283,    499,     77,     22,    159
195912,    283,    499,     76,     22,    158
196001,    283,    499,     75,     22,    158
196002,    283,    499,     75,     22,    157
196003,    282,    499,     75,     22,    157
196004,    281,    498,     75,     22,    156
196005,    281,    496,     74,     22,    156
196006,    281,    496,     74,     22,    156
196007,    290,    513,     83,     23,    164
196008,    289,    513,     83,     23,    164
196009,    289,    512,     83,     23,    164
196010,    286,    512,     83,     23,    163
196011,    285,    512,     83,     23,    162
196012,    284,    512,     83,     23,    162
196101,    282,    511,     83,     22,    162
196102,    279,    511,     83,     22,    161
196103,    279,    510,     83,     22,    161
196104,    278,    509,     83,     22,    161
196105,    278,    509,     83,     22,    161
196106,    277,    509,     83,     22,    160
196107,    290,    524,     90,     23,    165
196108,    289,    523,     90,     23,    163
196109,    288,    523,     90,     23,    162
196110,    287,    522,     90,     23,    162
196111,    287,    522,     89,     23,    161
196112,    287,    521,     88,     23,    160
196201,    287,    520,     88,     23,    160
196202,    286,    518,     88,     23,    160
196203,    286,    518,     88,     23,    160
196204,    286,    514,     88,     23,    159
196205,    285,    513,     88,     23,    159
196206,    285,    511,     87,     23,    159
196207,    295,    533,     98,     23,    164
196208,    295,    533,     98,     23,    164
196209,    295,    532,     98,     23,    164
196210,    294,    532,     98,     23,    164
196211,    293,    531,     98,     23,    164
196212,    293,    530,     98,     23,    164
196301,    293,    530,     98,     23,    163
196302,    293,    529,     98,     23,    163
196303,    292,    529,     98,     23,    163
196304,    292,    528,     98,     23,    162
196305,    290,    526,     97,     23,    161
196306,    290,    525,     96,     23,    161
196307,    555,    863,    154,     36,    349
196308,    554,    862,    154,     36,    345
196309,    552,    857,    154,     36,    345
196310,    551,    854,    153,     36,    342
196311,    550,    852,    153,     36,    341
196312,    547,    845,    153,     36,    340
196401,    546,    839,    153,     36,    340
196402,    546,    838,    153,     36,    340
196403,    544,    835,    153,     36,    339
196404,    543,    833,    152,     36,    337
196405,    540,    829,    151,     36,    336
196406,    539,    826,    151,     36,    336
196407,    582,    866,    166,     38,    348
196408,    581,    865,    166,     38,    347
196409,    579,    860,    166,     38,    346
196410,    579,    857,    166,     38,    343
196411,    578,    855,    166,     38,    342
196412,    576,    852,    164,     38,    342
196501,    575,    847,    163,     38,    341
196502,    571,    844,    163,     38,    340
196503,    570,    842,    160,     38,    337
196504,    568,    839,    160,     38,    337
196505,    567,    837,    160,     38,    334
196506,    565,    835,    160,     38,    333
196507,    602,    870,    176,     39,    360
196508,    601,    868,    175,     39,    359
196509,    597,    864,    174,     39,    358
196510,    592,    861,    174,     39,    357
196511,    591,    859,    174,     39,    355
196512,    588,    857,    173,     39,    355
196601,    585,    854,    172,     38,    352
196602,    583,    848,    172,     38,    350
196603,    582,    847,    172,     38,    350
196604,    579,    844,    172,     38,    350
196605,    573,    841,    171,     38,    349
196606,    569,    838,    171,     38,    348
196607,    607,    871,    185,     39,    363
196608,    607,    870,    184,     39,    359
196609,    606,    869,    184,     39,    358
196610,    605,    865,    184,     39,    356
196611,    601,    862,    184,     39,    354
196612,    598,    860,    183,     39,    350
196701,    596,    859,    183,     39,    348
196702,    595,    857,    183,     39,    347
196703,    593,    854,    181,     39,    347
196704,    591,    853,    179,     39,    345
196705,    586,    848,    177,     39,    342
196706,    582,    845,    177,     39,    340
196707,    607,    886,    192,     40,    350
196708,    604,    882,    192,     40,    348
196709,    600,    873,    191,     40,    346
196710,    596,    868,    188,     40,    345
196711,    592,    865,    187,     40,    344
196712,    589,    859,    186,     39,    343
196801,    585,    846,    184,     38,    342
196802,    583,    842,    183,     38,    339
196803,    580,    841,    183,     38,    337
196804,    577,    836,    183,     38,    334
196805,    574,    831,    183,     38,    333
196806,    568,    820,    182,     38,    330
196807,    604,    859,    210,     44,    346
196808,    603,    857,    210,     44,    344
196809,    601,    853,    209,     44,    341
196810,    597,    845,    208,     44,    341
196811,    594,    840,    207,     44,    340
196812,    591,    832,    207,     44,    338
196901,    585,    828,    207,     44,    335
196902,    582,    823,    206,     44,    334
196903,    580,    821,    205,     44,    330
196904,    576,    820,    203,     44,    329
196905,    575,    816,    201,     44,    328
196906,    572,    814,    201,     44,    325
196907,    639,    854,    228,     49,    374
196908,    638,    852,    226,     49,    373
196909,    636,    850,    226,     49,    369
196910,    636,    849,    225,     49,    369
196911,    635,    845,    224,     49,    368
196912,    629,    844,    222,     49,    368
197001,    627,    842,    222,     49,    368
197002,    626,    840,    222,     49,    368
197003,    626,    840,    222,     49,    364
197004,    626,    838,    220,     49,    361
197005,    624,    833,    220,     49,    361
197006,    620,    832,    219,     49,    359
197007,    687,    868,    225,     53,    409
197008,    685,    866,    224,     53,    407
197009,    685,    866,    221,     53,    406
197010,    685,    863,    221,     53,    406
197011,    683,    862,    220,     52,    405
197012,    680,    856,    219,     52,    403
197101,    676,    855,    219,     51,    402
197102,    673,    853,    219,     51,    401
197103,    671,    852,    218,     51,    398
197104,    669,    849,    216,     51,    398
197105,    668,    845,    213,     51,    395
197106,    666,    843,    211,     51,    393
197107,    713,    869,    222,     60,    442
197108,    712,    868,    222,     60,    441
197109,    712,    868,    220,     60,    441
197110,    712,    868,    220,     60,    441
197111,    711,    865,    220,     60,    441
197112,    711,    864,    219,     60,    439
197201,    710,    859,    218,     60,    439
197202,    710,    859,    218,     60,    438
197203,    708,    858,    217,     60,    436
197204,    707,    856,    216,     60,    433
197205,    707,    854,    216,     60,    430
197206,    706,    853,    215,     60,    427
197207,    768,    881,    222,     70,    488
197208,    762,    880,    222,     70,    485
197209,    761,    879,    222,     70,    485
197210,    758,    878,    222,     70,    484
197211,    757,    876,    220,     70,    482
197212,    756,    874,    220,     70,    482
197301,    751,    872,    219,     70,    481
197302,    748,    869,    218,     70,    480
197303,    747,    867,    218,     70,    478
197304,    745,    867,    217,     70,    477
197305,    739,    863,    215,     70,    475
197306,    737,    863,    214,     70,    474
197307,   1304,   1316,    470,    136,   1929
197308,   1291,   1309,    467,    136,   1910
197309,   1284,   1305,    464,    133,   1898
197310,   1276,   1302,    460,    133,   1887
197311,   1261,   1289,    452,    133,   1857
197312,   1245,   1282,    446,    130,   1828
197401,   1239,   1277,    444,    128,   1814
197402,   1234,   1274,    441,    128,   1807
197403,   1232,   1273,    435,    128,   1797
197404,   1225,   1268,    432,    127,   1791
197405,   1214,   1259,    429,    125,   1780
197406,   1204,   1255,    426,    125,   1766
197407,   1197,   1267,    432,    130,   1738
197408,   1188,   1262,    426,    129,   1726
197409,   1176,   1261,    421,    129,   1717
197410,   1166,   1258,    417,    129,   1706
197411,   1161,   1251,    415,    129,   1696
197412,   1156,   1241,    412,    129,   1684
197501,   1146,   1237,    410,    126,   1674
197502,   1145,   1235,    408,    125,   1670
197503,   1141,   1231,    406,    125,   1666
197504,   1138,   1226,    406,    125,   1657
197505,   1137,   1225,    405,    125,   1654
197506,   1129,   1219,    400,    122,   1647
197507,   1140,   1257,    407,    135,   1659
197508,   1136,   1251,    405,    135,   1654
197509,   1134,   1250,    404,    134,   1652
197510,   1131,   1248,    404,    132,   1644
197511,   1125,   1245,    403,    132,   1640
197512,   1119,   1243,    401,    130,   1634
197601,   1115,   1236,    400,    130,   1626
197602,   1112,   1231,    400,    130,   1622
197603,   1102,   1230,    399,    130,   1618
197604,   1096,   1228,    395,    129,   1612
197605,   1094,   1219,    394,    129,   1606
197606,   1089,   1215,    393,    129,   1603
197607,   1137,   1279,    413,    135,   1665
197608,   1128,   1272,    413,    135,   1659
197609,   1126,   1269,    410,    135,   1653
197610,   1124,   1263,    410,    135,   1650
197611,   1121,   1259,    408,    134,   1648
197612,   1119,   1252,    405,    130,   1641
197701,   1111,   1247,    401,    129,   1635
197702,   1107,   1242,    399,    128,   1631
197703,   1099,   1237,    399,    127,   1627
197704,   1097,   1233,    398,    126,   1624
197705,   1092,   1223,    397,    124,   1622
197706,   1086,   1217,    397,    123,   1619
197707,   1126,   1272,    430,    133,   1674
197708,   1115,   1267,    427,    132,   1666
197709,   1111,   1262,    425,    132,   1656
197710,   1104,   1255,    423,    131,   1650
197711,   1100,   1251,    421,    130,   1648
197712,   1093,   1239,    418,    128,   1643
197801,   1084,   1230,    413,    125,   1628
197802,   1078,   1227,    412,    125,   1619
197803,   1073,   1223,    411,    125,   1613
197804,   1068,   1214,    408,    124,   1610
197805,   1059,   1200,    406,    123,   1604
197806,   1050,   1183,    404,    120,   1597
197807,   1070,   1236,    423,    124,   1661
197808,   1059,   1227,    421,    124,   1653
197809,   1052,   1224,    419,    122,   1644
197810,   1043,   1220,    417,    122,   1635
197811,   1039,   1215,    415,    122,   1626
197812,   1035,   1211,    411,    121,   1618
197901,   1024,   1200,    409,    121,   1607
197902,   1018,   1194,    408,    120,   1594
197903,   1014,   1189,    406,    119,   1590
197904,   1008,   1186,    402,    118,   1577
197905,   1006,   1182,    400,    117,   1569
197906,    997,   1176,    396,    115,   1554
197907,   1015,   1228,    443,    127,   1644
197908,   1009,   1219,    442,    126,   1636
197909,   1004,   1216,    440,    124,   1627
197910,   1000,   1212,    439,    124,   1623
197911,    993,   1208,    434,    124,   1615
197912,    987,   1202,    429,    123,   1609
198001,    977,   1192,    426,    123,   1589
198002,    971,   1188,    424,    122,   1584
198003,    967,   1185,    423,    122,   1573
198004,    960,   1178,    421,    119,   1566
198005,    954,   1174,    417,    117,   1555
198006,    950,   1170,    412,    117,   1544
198007,    989,   1266,    465,    136,   1637
198008,    986,   1260,    461,    135,   1620
198009,    976,   1253,    458,    133,   1611
198010,    971,   1251,    457,    133,   1602
198011,    969,   1246,    454,    132,   1596
198012,    961,   1242,    449,    132,   1583
198101,    949,   1239,    444,    131,   1575
198102,    941,   1232,    443,    130,   1567
198103,    937,   1224,    440,    129,   1563
198104,    930,   1217,    439,    127,   1557
198105,    925,   1212,    439,    126,   1556
198106,    917,   1204,    437,    126,   1548
198107,    979,   1386,    581,    157,   1731
198108,    972,   1380,    580,    157,   1729
198109,    965,   1379,    578,    156,   1716
198110,    958,   1373,    575,    155,   1706
198111,    952,   1369,    571,    155,   1699
198112,    944,   1362,    569,    153,   1693
198201,    940,   1359,    565,    153,   1680
198202,    936,   1353,    563,    153,   1671
198203,    929,   1348,    559,    151,   1656
198204,    922,   1341,    555,    150,   1638
198205,    912,   1339,    554,    150,   1625
198206,    904,   1336,    553,    148,   1614
198207,    960,   1440,    657,    175,   1711
198208,    955,   1434,    655,    174,   1699
198209,    951,   1421,    652,    172,   1675
198210,    944,   1412,    648,    171,   1659
198211,    935,   1408,    646,    170,   1634
198212,    934,   1397,    642,    168,   1619
198301,    924,   1383,    640,    167,   1596
198302,    920,   1373,    639,    165,   1589
198303,    915,   1369,    637,    162,   1581
198304,    913,   1360,    635,    160,   1574
198305,    909,   1354,    627,    160,   1561
198306,    904,   1343,    622,    159,   1549
198307,   1002,   1418,    760,    203,   1718
198308,    996,   1402,    757,    201,   1703
198309,    990,   1389,    753,    201,   1690
198310,    989,   1380,    749,    201,   1682
198311,    985,   1377,    747,    201,   1672
198312,    977,   1365,    744,    200,   1665
198401,    968,   1353,    742,    197,   1650
